"num";"name";"slug";"uri";"name_russian";"name_kazakh";"user_russian";"user_kazakh";"duration_russian";"duration_kazakh";"scenes_russian";"scenes_kazakh";"completed_russian";"completed_kazakh";"voice_russian";"voice_kazakh";"celebrity_house";"program_no";"num_in_program";"comp_russian";"comp_kazakh";"mix_russian";"mix_kazakh";"seq_russian";"seq_kazakh"
"163";"Джон Непер";"dzhon-neper";"http://aroslanov.com/api/celebrity/dzhon-neper";"Джон Непер";"";"Ирина Староверова";"Майра Тургинбаева";"81549";"81016";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"164";"Джон Рональд Руэл Толкин ";"dzhon-ronald-ruel-tolkin";"http://aroslanov.com/api/celebrity/dzhon-ronald-ruel-tolkin";"Джон Рональд Руэл Толкин";"";"Ирина Староверова";"";"79950";"0";"8";"0";"false";"false";"0";"0";"";"";"";"";"";"";"";"";""
"165";"Джонатан Свифт";"dzhonatan-svift";"http://aroslanov.com/api/celebrity/dzhonatan-svift";"Джонатан Свифт";"";"Ирина Староверова";"";"82615";"0";"8";"0";"false";"false";"0";"0";"";"";"";"";"";"";"";"";""
"166";"Джордано Бруно";"dzhordano-bruno";"http://aroslanov.com/api/celebrity/dzhordano-bruno";"Джордано Бруно";"";"Ирина Староверова";"Майра Тургинбаева";"79417";"80483";"9";"9";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"167";"Джордж Вашингтон";"dzhordzh-vashington";"http://aroslanov.com/api/celebrity/dzhordzh-vashington";"Джордж Вашингтон";"";"Ирина Староверова";"Майра Тургинбаева";"78884";"81016";"9";"9";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"168";"Джордж Вестингауз";"dzhordzh-vestingauz";"http://aroslanov.com/api/celebrity/dzhordzh-vestingauz";"Джордж Вестингауз";"";"Дария Ибрагимова";"";"8528";"0";"1";"0";"false";"false";"0";"0";"";"";"";"";"";"";"";"";""
"169";"Джордж Гершвин";"dzhordzh-gershvin";"http://aroslanov.com/api/celebrity/dzhordzh-gershvin";"Джордж Гершвин";"";"Дария Ибрагимова";"";"79417";"0";"8";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"170";"Джордж Ноэл Гордон Байрон";"dzhordzh-noel-gordon-bajron";"http://aroslanov.com/api/celebrity/dzhordzh-noel-gordon-bajron";"Джордж Ноэл Гордон Байрон";"";"Наталья Няшина";"";"82082";"0";"8";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"171";"Джордж Стефенсон";"dzhordzh-stefenson";"http://aroslanov.com/api/celebrity/dzhordzh-stefenson";"Джордж Стефенсон";"";"Лия Будиянская";"";"82615";"0";"8";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"172";"Джорджо  Вазари";"dzhordzho-vazari";"http://aroslanov.com/api/celebrity/dzhordzho-vazari";"Джорджо  Вазари";"";"Ирина Староверова";"Майра Тургинбаева";"77818";"77818";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"173";"Джузеппе Верди";"dzhuzeppe-verdi";"http://aroslanov.com/api/celebrity/dzhuzeppe-verdi";"Джузеппе Верди";"";"Ирина Староверова";"Майра Тургинбаева";"82082";"81016";"9";"9";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"174";"Джузеппе Сарти";"dzhuzeppe-sarti";"http://aroslanov.com/api/celebrity/dzhuzeppe-sarti";"Джузеппе Сарти";"";"Ирина Староверова";"";"81549";"0";"10";"0";"false";"false";"0";"0";"";"";"";"";"";"";"";"";""
"175";"Диего Родригес де Сильва-и-Веласкес .	";"diego-rodriges-de-silva-i-velaskes";"http://aroslanov.com/api/celebrity/diego-rodriges-de-silva-i-velaskes";"Диего Родригес де Сильва-и-Веласкес";"";"Ирина Староверова";"";"82082";"0";"8";"0";"false";"false";"0";"0";"";"";"";"";"";"";"";"";""
"176";"Дина Нурпеисова";"dina-nurpeisova";"http://aroslanov.com/api/celebrity/dina-nurpeisova";"Дина Нурпеисова";"Дина Нұрпейісова";"Лия Будиянская";"Майра Тургинбаева";"82615";"77285";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"177";"Диоген Синопский";"diogen-sinopskij";"http://aroslanov.com/api/celebrity/diogen-sinopskij";"Диоген Синопский";"";"Ирина Староверова";"";"77818";"0";"8";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"178";"Диофант Александрийский";"diofant-aleksandrijskij";"http://aroslanov.com/api/celebrity/diofant-aleksandrijskij";"Диофант Александрийский";"";"Ирина Староверова";"Зоя Койшыбаева";"80483";"7995";"8";"1";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"179";"Дмитрий Донской";"dmitrij-donskoj";"http://aroslanov.com/api/celebrity/dmitrij-donskoj";"Дмитрий Донской";"";"Дария Ибрагимова";"";"8528";"0";"1";"0";"false";"false";"0";"0";"";"";"";"";"";"";"";"";""
"180";"Дмитрий Менделеев";"dmitrij-mendeleev";"http://aroslanov.com/api/celebrity/dmitrij-mendeleev";"Дмитрий Менделеев";"";"Лия Будиянская";"Майра Тургинбаева";"81016";"77818";"10";"10";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"181";"Доме́нико Гирланда́йо";"domeniko-girlandajo";"http://aroslanov.com/api/celebrity/domeniko-girlandajo";"Доме́нико Гирланда́йо";"";"Наталья Няшина";"Майра Тургинбаева";"81016";"81016";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"182";"Донато ди Никколо ди Бетто Барди";"donato-di-nikkolo-di-betto-bardi";"http://aroslanov.com/api/celebrity/donato-di-nikkolo-di-betto-bardi";"Донато ди Никколо ди Бетто Барди";"";"Лия Будиянская";"";"81016";"0";"8";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"183";"Дэвид Ливингстон";"devid-livingston";"http://aroslanov.com/api/celebrity/devid-livingston";"Дэвид Ливингстон";"";"Сергей Ким";"Майра Тургинбаева";"80483";"80483";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"184";"Евгений Александрович Лансере";"evgenij-aleksandrovich-lansere";"http://aroslanov.com/api/celebrity/evgenij-aleksandrovich-lansere";"Евгений Александрович Лансере";"";"Дария Ибрагимова";"";"9061";"0";"1";"0";"false";"false";"0";"0";"";"";"";"";"";"";"";"";""
"185";"Евдокс Книдский";"evdoks-knidskij";"http://aroslanov.com/api/celebrity/evdoks-knidskij";"Евдокс Книдский";"";"Дария Ибрагимова";"Майра Тургинбаева";"77818";"78351";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"186";"Евклид";"evklid";"http://aroslanov.com/api/celebrity/evklid";"Евклид";"";"Сергей Ким";"Майра Тургинбаева";"81549";"78884";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"187";"Екатерина Алексеевна";"ekaterina-alekseevna";"http://aroslanov.com/api/celebrity/ekaterina-alekseevna";"Екатерина Алексеевна";"";"Ирина Староверова";"Майра Тургинбаева";"82082";"81016";"9";"9";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"188";"Екатерина Медичи";"ekaterina-medichi";"http://aroslanov.com/api/celebrity/ekaterina-medichi";"Екатерина Медичи";"";"Дария Ибрагимова";"Майра Тургинбаева";"82615";"82082";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"189";"Елена Петровна Блаватская";"elena-petrovna-blavatskaya";"http://aroslanov.com/api/celebrity/elena-petrovna-blavatskaya";"Елена Петровна Блаватская";"";"Дария Ибрагимова";"";"10127";"0";"1";"0";"false";"false";"0";"0";"";"";"";"";"";"";"";"";""
"190";"Елизавета I";"elizaveta-i";"http://aroslanov.com/api/celebrity/elizaveta-i";"Елизавета I";"";"Лия Будиянская";"Зоя Койшыбаева";"79417";"77818";"9";"9";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"191";"Ермак";"ermak";"http://aroslanov.com/api/celebrity/ermak";"Ермак";"";"Сергей Ким";"";"82615";"0";"9";"0";"false";"false";"0";"0";"";"";"";"";"";"";"";"";""
"192";"Ефим Черепанов";"efim-cherepanov";"http://aroslanov.com/api/celebrity/efim-cherepanov";"Ефим Черепанов";"";"Сергей Ким";"Майра Тургинбаева";"81549";"81549";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"193";"Жак Александр Сезар Шарль";"zhak-aleksandr-sezar-sharl";"http://aroslanov.com/api/celebrity/zhak-aleksandr-sezar-sharl";"Жак Александр Сезар Шарль";"";"Наталья Няшина";"";"79417";"0";"8";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"194";"Жак Оффенбах (Эбершт) ";"zhak-offenbah-ebersht";"http://aroslanov.com/api/celebrity/zhak-offenbah-ebersht";"Жак Оффенбах (Эбершт)";"";"Наталья Няшина";"";"81016";"0";"8";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"195";"Жак-Ив Кусто";"zhak-iv-kusto";"http://aroslanov.com/api/celebrity/zhak-iv-kusto";"Жак-Ив Кусто";"";"Сергей Ким";"Майра Тургинбаева";"81016";"80483";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"196";"Жамбыл Жабаев";"zhambyl-zhabaev";"http://aroslanov.com/api/celebrity/zhambyl-zhabaev";"Жамбыл Жабаев";"";"Лия Будиянская";"";"82615";"0";"8";"0";"false";"false";"0";"0";"";"";"";"";"";"";"";"";""
"197";"Жан Анри Дюнан ";"zhan-anri-dyunan";"http://aroslanov.com/api/celebrity/zhan-anri-dyunan";"Жан Анри Дюнан";"";"Наталья Няшина";"";"82615";"0";"8";"0";"false";"false";"0";"0";"";"";"";"";"";"";"";"";""
"198";"Жан Батист Поклен";"zhan-batist-poklen";"http://aroslanov.com/api/celebrity/zhan-batist-poklen";"Жан Батист Поклен";"";"Наталья Няшина";"Майра Тургинбаева";"81549";"77285";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"199";"Жан Кальвин";"zhan-kalvin";"http://aroslanov.com/api/celebrity/zhan-kalvin";"Жан Кальвин";"";"Дария Ибрагимова";"";"79950";"0";"8";"0";"false";"false";"0";"0";"";"";"";"";"";"";"";"";""
"200";"Жан Лерон Д’Аламбер";"zhan-leron-dalamber";"http://aroslanov.com/api/celebrity/zhan-leron-dalamber";"Жан Лерон Д’Аламбер";"";"Лия Будиянская";"";"79950";"0";"8";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"201";"Жан Огюст Доминик Энгр";"zhan-ogyust-dominik-engr";"http://aroslanov.com/api/celebrity/zhan-ogyust-dominik-engr";"Жан Огюст Доминик Энгр";"";"Наталья Няшина";"";"77285";"0";"8";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"202";"Жан-Антуан Гудон";"zhan-antuan-gudon";"http://aroslanov.com/api/celebrity/zhan-antuan-gudon";"Жан-Антуан Гудон";"";"Ирина Староверова";"Майра Тургинбаева";"78884";"78884";"10";"10";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"203";"Жан-Жак Руссо";"zhan-zhak-russo";"http://aroslanov.com/api/celebrity/zhan-zhak-russo";"Жан-Жак Руссо";"";"Сергей Ким";"Майра Тургинбаева";"81549";"78351";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"204";"Жан-Пьер Бланшар";"zhan-per-blanshar";"http://aroslanov.com/api/celebrity/zhan-per-blanshar";"Жан-Пьер Бланшар";"";"Сергей Ким";"";"82615";"0";"8";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"205";"Жанна д'Арк";"zhanna-dark";"http://aroslanov.com/api/celebrity/zhanna-dark";"Жанна д'Арк";"";"Дария Ибрагимова";"Майра Тургинбаева";"82615";"81549";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"206";"Жозеф Гей-Люссак";"zhozef-gej-lyussak";"http://aroslanov.com/api/celebrity/zhozef-gej-lyussak";"Жозеф Гей-Люссак";"";"Лия Будиянская";"";"82082";"0";"8";"0";"false";"false";"0";"0";"";"";"";"";"";"";"";"";""
"207";"Жозеф Жергонн";"zhozef-zhergonn";"http://aroslanov.com/api/celebrity/zhozef-zhergonn";"Жозеф Жергонн";"";"Сергей Ким";"Майра Тургинбаева";"79417";"77818";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"208";"Жозеф-Мишель и Жак-Этьенн Монгольфье ";"zhozef-mishel-i-zhak-etenn-mongolfe";"http://aroslanov.com/api/celebrity/zhozef-mishel-i-zhak-etenn-mongolfe";"Жозеф-Мишель и Жак-Этьенн Монгольфье";"";"Ирина Староверова";"";"82082";"0";"10";"0";"false";"false";"0";"0";"";"";"";"";"";"";"";"";""
"209";"Жорж Бизе";"zhorzh-bize";"http://aroslanov.com/api/celebrity/zhorzh-bize";"Жорж Бизе";"";"Ирина Староверова";"Майра Тургинбаева";"82082";"80483";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"210";"Жорж Санд";"zhorzh-sand";"http://aroslanov.com/api/celebrity/zhorzh-sand";"Жорж Санд";"";"Сергей Ким";"Майра Тургинбаева";"81549";"79950";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"211";"Жорж-Луи Леклерк де Бюффон";"zhorzh-lui-leklerk-de-byuffon";"http://aroslanov.com/api/celebrity/zhorzh-lui-leklerk-de-byuffon";"Жорж-Луи Леклерк де Бюффон";"";"Айгерим Оспанова";"";"82615";"0";"8";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"212";"Жюль Верн";"zhyul-vern";"http://aroslanov.com/api/celebrity/zhyul-vern";"Жюль Верн";"";"Сергей Ким";"Майра Тургинбаева";"78884";"81016";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"213";"Зельман Абрахам Ваксман";"zelman-abraham-vaksman";"http://aroslanov.com/api/celebrity/zelman-abraham-vaksman";"Зельман Абрахам Ваксман";"";"Лия Будиянская";"";"81016";"0";"8";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"214";"Зигмунд Фрейд";"zigmund-frejd";"http://aroslanov.com/api/celebrity/zigmund-frejd";"Зигмунд Фрейд";"";"Сергей Ким";"Майра Тургинбаева";"81016";"79417";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"215";"Ибн Аль-Хайсам";"ibn-al-hajsam";"http://aroslanov.com/api/celebrity/ibn-al-hajsam";"Ибн Аль-Хайсам";"";"Наталья Няшина";"Майра Тургинбаева";"79950";"77818";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"216";"Ибрай Алтынсарин";"ibraj-altynsarin";"http://aroslanov.com/api/celebrity/ibraj-altynsarin";"Ибрай Алтынсарин";"";"Наталья Няшина";"";"78884";"0";"9";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"217";"Иван IV Васильевич";"ivan-iv-vasilevich";"http://aroslanov.com/api/celebrity/ivan-iv-vasilevich";"Иван IV Васильевич";"";"Лия Будиянская";"Майра Тургинбаева";"78351";"81016";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"218";"Иван Андреевич Крылов";"ivan-andreevich-krylov";"http://aroslanov.com/api/celebrity/ivan-andreevich-krylov";"Иван Андреевич Крылов";"";"Ирина Староверова";"";"82615";"0";"9";"0";"false";"false";"0";"0";"";"";"";"";"";"";"";"";""
"219";"Иван Владимирович Мичурин ";"ivan-vladimirovich-michurin";"http://aroslanov.com/api/celebrity/ivan-vladimirovich-michurin";"Иван Владимирович Мичурин";"";"Наталья Няшина";"";"81016";"0";"8";"0";"false";"false";"0";"0";"";"";"";"";"";"";"";"";""
"220";"Иван Иванович Шишкин";"ivan-ivanovich-shishkin";"http://aroslanov.com/api/celebrity/ivan-ivanovich-shishkin";"Иван Иванович Шишкин";"";"Дария Ибрагимова";"Майра Тургинбаева";"81016";"81549";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"221";"Иван Кулибин";"ivan-kulibin";"http://aroslanov.com/api/celebrity/ivan-kulibin";"Иван Кулибин";"";"Ирина Староверова";"";"78884";"0";"9";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"222";"Иван Михайлович Сеченов";"ivan-mihajlovich-sechenov";"http://aroslanov.com/api/celebrity/ivan-mihajlovich-sechenov";"Иван Михайлович Сеченов";"";"Наталья Няшина";"";"82615";"0";"8";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"223";"Иван Николаевич Крамской";"ivan-nikolaevich-kramskoj";"http://aroslanov.com/api/celebrity/ivan-nikolaevich-kramskoj";"Иван Николаевич Крамской";"";"Ирина Староверова";"Майра Тургинбаева";"79950";"20254";"9";"3";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"224";"Иван Петрович Павлов";"ivan-petrovich-pavlov";"http://aroslanov.com/api/celebrity/ivan-petrovich-pavlov";"Иван Петрович Павлов";"";"Дария Ибрагимова";"Майра Тургинбаева";"81549";"82082";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"225";"Иван Сусанин";"ivan-susanin";"http://aroslanov.com/api/celebrity/ivan-susanin";"Иван Сусанин";"";"Дария Ибрагимова";"";"9061";"0";"1";"0";"false";"false";"0";"0";"";"";"";"";"";"";"";"";""
"226";"Иван Фёдорович Крузенштерн ";"ivan-fyodorovich-kruzenshtern";"http://aroslanov.com/api/celebrity/ivan-fyodorovich-kruzenshtern";"Иван Фёдорович Крузенштерн";"";"Наталья Няшина";"";"80483";"0";"9";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"227";"Игорь Курчатов";"igor-kurchatov";"http://aroslanov.com/api/celebrity/igor-kurchatov";"Игорь Курчатов";"";"Сергей Ким";"Зоя Койшыбаева";"77818";"79417";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"228";"Изабелла I  Кастильская";"izabella-i-kastilskaya";"http://aroslanov.com/api/celebrity/izabella-i-kastilskaya";"Изабелла I  Кастильская";"";"Ирина Староверова";"Майра Тургинбаева";"79950";"77818";"9";"9";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"229";"Изабелла Клара Евгения";"izabella-klara-evgeniya";"http://aroslanov.com/api/celebrity/izabella-klara-evgeniya";"Изабелла Клара Евгения";"";"Дария Ибрагимова";"Майра Тургинбаева";"79950";"81549";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"230";"Илья Ефимович Репин";"ilya-efimovich-repin";"http://aroslanov.com/api/celebrity/ilya-efimovich-repin";"Илья Ефимович Репин";"";"Наталья Няшина";"";"78351";"0";"8";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"231";"Илья Ильич Мечников";"ilya-ilich-mechnikov";"http://aroslanov.com/api/celebrity/ilya-ilich-mechnikov";"Илья Ильич Мечников";"";"Наталья Няшина";"Майра Тургинбаева";"81549";"77285";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"232";"Ильяс Джансугуров";"ilyas-dzhansugurov";"http://aroslanov.com/api/celebrity/ilyas-dzhansugurov";"Ильяс Джансугуров";"";"Сергей Ким";"";"81549";"0";"8";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"233";"Иммануил Кант ";"immanuil-kant";"http://aroslanov.com/api/celebrity/immanuil-kant";"Иммануил Кант";"";"Ирина Староверова";"";"77285";"0";"8";"0";"false";"false";"0";"0";"";"";"";"";"";"";"";"";""
"234";"Имре Кальман";"imre-kalman";"http://aroslanov.com/api/celebrity/imre-kalman";"Имре Кальман";"";"Сергей Ким";"Майра Тургинбаева";"81016";"80483";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"235";"Иога́нн Во́льфганг фон Гёте";"iogann-volfgang-fon-gyote";"http://aroslanov.com/api/celebrity/iogann-volfgang-fon-gyote";"Иога́нн Во́льфганг фон Гёте";"";"Айгерим Оспанова";"Майра Тургинбаева";"82615";"77285";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"236";"Иоганн Бернулли";"iogann-bernulli";"http://aroslanov.com/api/celebrity/iogann-bernulli";"Иоганн Бернулли";"";"Ирина Староверова";"";"82082";"0";"9";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"237";"Иоганн Гаусс";"iogann-gauss";"http://aroslanov.com/api/celebrity/iogann-gauss";"Иоганн Гаусс";"";"Сергей Ким";"Майра Тургинбаева";"79417";"81549";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"238";"Иоганн Генрих Ламберт";"iogann-genrih-lambert";"http://aroslanov.com/api/celebrity/iogann-genrih-lambert";"Иоганн Генрих Ламберт";"";"Дария Ибрагимова";"Майра Тургинбаева";"80483";"64493";"8";"6";"false";"true";"0";"0";"";"";"";"";"";"";"";"";""
"239";"Иоганн Готфрид Шадов";"iogann-gotfrid-shadov";"http://aroslanov.com/api/celebrity/iogann-gotfrid-shadov";"Иоганн Готфрид Шадов";"";"Ирина Староверова";"";"78884";"0";"9";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"240";"Иоганн Гутенберг";"iogann-gutenberg";"http://aroslanov.com/api/celebrity/iogann-gutenberg";"Иоганн Гутенберг";"";"Дария Ибрагимова";"";"82082";"0";"8";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"241";"Иоганн Карл Фридрих Гаусс ";"iogann-karl-fridrih-gauss";"http://aroslanov.com/api/celebrity/iogann-karl-fridrih-gauss";"Иоганн Карл Фридрих Гаусс";"";"Ирина Староверова";"";"78884";"0";"8";"0";"false";"false";"0";"0";"";"";"";"";"";"";"";"";""
"242";"Иоганн Кеплер";"iogann-kepler";"http://aroslanov.com/api/celebrity/iogann-kepler";"Иоганн Кеплер";"";"Ирина Староверова";"Майра Тургинбаева";"81549";"81549";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"243";"Иоганн Себастьян Бах";"iogann-sebastyan-bah";"http://aroslanov.com/api/celebrity/iogann-sebastyan-bah";"Иоганн Себастьян Бах";"";"Лия Будиянская";"Майра Тургинбаева";"82082";"80483";"9";"9";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"244";"Иоганн Штраус";"iogann-shtraus";"http://aroslanov.com/api/celebrity/iogann-shtraus";"Иоганн Штраус";"";"Лия Будиянская";"";"77818";"0";"8";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"245";"Иоганн Штраусс-младший";"iogann-shtrauss-mladshij";"http://aroslanov.com/api/celebrity/iogann-shtrauss-mladshij";"Иоганн Штраусс-младший";"";"Сергей Ким";"";"78884";"0";"8";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"246";"Ипполит Физо";"ippolit-fizo";"http://aroslanov.com/api/celebrity/ippolit-fizo";"Ипполит Физо";"";"Дария Ибрагимова";"";"81016";"0";"8";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"247";"Ирен Жолио-Кюри";"iren-zholio-kyuri";"http://aroslanov.com/api/celebrity/iren-zholio-kyuri";"Ирен Жолио-Кюри";"";"Ирина Староверова";"";"81016";"0";"8";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"248";"Исаак Левитан";"isaak-levitan";"http://aroslanov.com/api/celebrity/isaak-levitan";"Исаак Левитан";"";"Лия Будиянская";"";"80483";"0";"8";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"249";"Исаак Ньютон";"isaak-nyuton";"http://aroslanov.com/api/celebrity/isaak-nyuton";"Исаак Ньютон";"";"Ирина Староверова";"Зоя Койшыбаева";"78884";"77818";"11";"11";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"250";"Казимир Семенович";"kazimir-semenovich";"http://aroslanov.com/api/celebrity/kazimir-semenovich";"Казимир Семенович";"";"Сергей Ким";"";"78351";"0";"8";"0";"false";"false";"0";"0";"";"";"";"";"";"";"";"";""
"251";"Казыбек би Келдибекулы";"kazybek-bi-keldibekuly";"http://aroslanov.com/api/celebrity/kazybek-bi-keldibekuly";"Казыбек би Келдибекулы";"";"Лия Будиянская";"";"77285";"0";"8";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"252";"Камилла Клодель";"kamilla-klodel";"http://aroslanov.com/api/celebrity/kamilla-klodel";"Камилла Клодель";"";"Дария Ибрагимова";"Майра Тургинбаева";"78884";"73554";"8";"7";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"253";"Камиль Сен-Санс ";"kamil-sen-sans";"http://aroslanov.com/api/celebrity/kamil-sen-sans";"Камиль Сен-Санс";"";"Наталья Няшина";"";"82082";"0";"9";"0";"false";"false";"0";"0";"";"";"";"";"";"";"";"";""
"254";"Каныш Имантаевич Сатпаев";"kanysh-imantaevich-satpaev";"http://aroslanov.com/api/celebrity/kanysh-imantaevich-satpaev";"Каныш Имантаевич Сатпаев";"Қаныш Имантайұлы Сәтбаев";"Ирина Староверова";"";"82082";"0";"8";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"255";"Карл Бенц";"karl-benc";"http://aroslanov.com/api/celebrity/karl-benc";"Карл Бенц";"";"Наталья Няшина";"Майра Тургинбаева";"82082";"79950";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"256";"Карл Брюллов";"karl-bryullov";"http://aroslanov.com/api/celebrity/karl-bryullov";"Карл Брюллов";"";"Лия Будиянская";"";"79950";"0";"8";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"257";"Карл Бэр";"karl-ber";"http://aroslanov.com/api/celebrity/karl-ber";"Карл Бэр";"";"Лия Будиянская";"Майра Тургинбаева";"77818";"81549";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"258";"Карл Вейерштрасс";"karl-vejershtrass";"http://aroslanov.com/api/celebrity/karl-vejershtrass";"Карл Вейерштрасс";"";"Наталья Няшина";"Майра Тургинбаева";"77285";"77285";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"259";"Карл Великий";"karl-velikij";"http://aroslanov.com/api/celebrity/karl-velikij";"Карл Великий";"";"Наталья Няшина";"Майра Тургинбаева";"79417";"78351";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"260";"Карл Густав Якоби";"karl-gustav-yakobi";"http://aroslanov.com/api/celebrity/karl-gustav-yakobi";"Карл Густав Якоби";"";"Ирина Староверова";"";"78351";"0";"8";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"261";"Карл Мария фон Вебер";"karl-mariya-fon-veber";"http://aroslanov.com/api/celebrity/karl-mariya-fon-veber";"Карл Мария фон Вебер";"";"Лия Будиянская";"Майра Тургинбаева";"78884";"77285";"9";"9";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"262";"Карл Маркс";"karl-marks";"http://aroslanov.com/api/celebrity/karl-marks";"Карл Маркс";"";"Сергей Ким";"Майра Тургинбаева";"81016";"81016";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"263";"Карл Черни";"karl-cherni";"http://aroslanov.com/api/celebrity/karl-cherni";"Карл Черни";"";"Дария Ибрагимова";"";"9061";"0";"1";"0";"false";"false";"0";"0";"";"";"";"";"";"";"";"";""
"264";"Квинт Гораций Флакк";"kvint-goracij-flakk";"http://aroslanov.com/api/celebrity/kvint-goracij-flakk";"Квинт Гораций Флакк";"";"Дария Ибрагимова";"";"10127";"0";"1";"0";"false";"false";"0";"0";"";"";"";"";"";"";"";"";""
"265";"Кир Великий";"kir-velikij";"http://aroslanov.com/api/celebrity/kir-velikij";"Кир Великий";"Ұлы Кир";"Дария Ибрагимова";"";"81549";"0";"8";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
