"num";"name";"slug";"uri";"name_russian";"name_kazakh";"user_russian";"user_kazakh";"duration_russian";"duration_kazakh";"scenes_russian";"scenes_kazakh";"completed_russian";"completed_kazakh";"voice_russian";"voice_kazakh";"celebrity_house";"program_no";"num_in_program";"comp_russian";"comp_kazakh";"mix_russian";"mix_kazakh";"seq_russian";"seq_kazakh"
"369";"Петр Первый Великий";"petr-pervyj-velikij";"http://aroslanov.com/api/celebrity/petr-pervyj-velikij";"Петр Первый Великий";"Ұлы Бірінші Петр";"Сергей Ким";"";"82082";"0";"9";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"370";"Питер Пауль Ру́бенс";"piter-paul-rubens";"http://aroslanov.com/api/celebrity/piter-paul-rubens";"Питер Пауль Ру́бенс";"";"Айгерим Оспанова";"Майра Тургинбаева";"78884";"81549";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"371";"Пифагор Самосский";"pifagor-samosskij";"http://aroslanov.com/api/celebrity/pifagor-samosskij";"Пифагор Самосский";"";"Наталья Няшина";"Майра Тургинбаева";"78884";"78884";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"372";"Платон";"platon";"http://aroslanov.com/api/celebrity/platon";"Платон";"";"Сергей Ким";"Зоя Койшыбаева";"82082";"81549";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"373";"Плотин";"plotin";"http://aroslanov.com/api/celebrity/plotin";"Плотин";"";"Ирина Староверова";"";"77818";"0";"8";"0";"false";"false";"0";"0";"";"";"";"";"";"";"";"";""
"374";"Плутарх";"plutarh";"http://aroslanov.com/api/celebrity/plutarh";"Плутарх";"";"Наталья Няшина";"";"77285";"0";"8";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"375";"Поль Сезанн";"pol-sezann";"http://aroslanov.com/api/celebrity/pol-sezann";"Поль Сезанн";"";"Дария Ибрагимова";"";"82082";"0";"8";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"376";"Поль Эжен Гоген Анри";"pol-ezhen-gogen-anri";"http://aroslanov.com/api/celebrity/pol-ezhen-gogen-anri";"Поль Эжен Гоген Анри";"";"Дария Ибрагимова";"Майра Тургинбаева";"82615";"82615";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"377";"Протагор";"protagor";"http://aroslanov.com/api/celebrity/protagor";"Протагор";"";"Дария Ибрагимова";"";"0";"0";"0";"0";"false";"false";"0";"0";"";"";"";"";"";"";"";"";""
"378";"Публий Верги́лий Марон";"publij-vergilij-maron";"http://aroslanov.com/api/celebrity/publij-vergilij-maron";"Публий Верги́лий Марон";"";"Сергей Ким";"Зоя Койшыбаева";"78351";"77818";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"379";"Пьер Кюри";"per-kyuri";"http://aroslanov.com/api/celebrity/per-kyuri";"Пьер Кюри";"";"Наталья Няшина";"Майра Тургинбаева";"80483";"77818";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"380";"Пьер Огюст Ренуар";"per-ogyust-renuar";"http://aroslanov.com/api/celebrity/per-ogyust-renuar";"Пьер Огюст Ренуар";"";"Сергей Ким";"";"81549";"0";"8";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"381";"Пьер де Ферма́";"per-de-ferma";"http://aroslanov.com/api/celebrity/per-de-ferma";"Пьер де Ферма́";"";"Айгерим Оспанова";"Майра Тургинбаева";"82615";"78351";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"382";"Пьер-Симон Лаплас";"per-simon-laplas";"http://aroslanov.com/api/celebrity/per-simon-laplas";"Пьер-Симон Лаплас";"";"Сергей Ким";"";"77285";"0";"8";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"383";"Пьетро Перуджино";"petro-perudzhino";"http://aroslanov.com/api/celebrity/petro-perudzhino";"Пьетро Перуджино";"";"Лия Будиянская";"Майра Тургинбаева";"82082";"77285";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"384";"Пётр Аркадьевич Столыпин";"pyotr-arkadevich-stolypin";"http://aroslanov.com/api/celebrity/pyotr-arkadevich-stolypin";"Пётр Аркадьевич Столыпин";"";"Ирина Староверова";"Майра Тургинбаева";"81549";"79417";"9";"9";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"385";"Пётр Петрович Семёнов-Тянь-Шанский";"pyotr-petrovich-semyonov-tyan-shanskij";"http://aroslanov.com/api/celebrity/pyotr-petrovich-semyonov-tyan-shanskij";"Пётр Петрович Семёнов-Тянь-Шанский";"";"Дария Ибрагимова";"Майра Тургинбаева";"80483";"82082";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"386";"Пётр Савва́тий Юстиниан I Фла́вий";"pyotr-savvatij-yustinian-i-flavij";"http://aroslanov.com/api/celebrity/pyotr-savvatij-yustinian-i-flavij";"Пётр Савва́тий Юстиниан I Фла́вий";"";"Наталья Няшина";"Майра Тургинбаева";"77285";"77818";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"387";"Рафаэль Санти";"rafael-santi";"http://aroslanov.com/api/celebrity/rafael-santi";"Рафаэль Санти";"";"Лия Будиянская";"Майра Тургинбаева";"80483";"10660";"8";"2";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"388";"Рембрандт Харменс ван Рейн";"rembrandt-harmens-van-rejn";"http://aroslanov.com/api/celebrity/rembrandt-harmens-van-rejn";"Рембрандт Харменс ван Рейн";"";"Лия Будиянская";"Майра Тургинбаева";"82615";"79417";"10";"10";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"389";"Рене Декарт";"rene-dekart";"http://aroslanov.com/api/celebrity/rene-dekart";"Рене Декарт";"";"Ирина Староверова";"Майра Тургинбаева";"79950";"78351";"9";"9";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"390";"Рене Реомюр";"rene-reomyur";"http://aroslanov.com/api/celebrity/rene-reomyur";"Рене Реомюр";"";"Сергей Ким";"";"82082";"0";"9";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"391";"Риман  Бернхард";"riman-bernhard";"http://aroslanov.com/api/celebrity/riman-bernhard";"Риман  Бернхард";"";"Ирина Староверова";"Майра Тургинбаева";"80483";"79417";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"392";"Рихард  Вагнер";"rihard-vagner";"http://aroslanov.com/api/celebrity/rihard-vagner";"Рихард  Вагнер";"";"Ирина Староверова";"";"77818";"0";"10";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"393";"Рихард Георг Штраус";"rihard-georg-shtraus";"http://aroslanov.com/api/celebrity/rihard-georg-shtraus";"Рихард Георг Штраус";"";"Наталья Няшина";"";"81016";"0";"8";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"394";"Рихард Дедекинд";"rihard-dedekind";"http://aroslanov.com/api/celebrity/rihard-dedekind";"Рихард Дедекинд";"";"Ирина Староверова";"Майра Тургинбаева";"81016";"77818";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"395";"Роберт  Бёрнс";"robert-byorns";"http://aroslanov.com/api/celebrity/robert-byorns";"Роберт  Бёрнс";"";"Ирина Староверова";"";"78884";"0";"9";"0";"false";"false";"0";"0";"";"";"";"";"";"";"";"";""
"396";"Роберт Бойль";"robert-bojl";"http://aroslanov.com/api/celebrity/robert-bojl";"Роберт Бойль";"";"Сергей Ким";"";"82082";"0";"8";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"397";"Роберт Броун";"robert-broun";"http://aroslanov.com/api/celebrity/robert-broun";"Роберт Броун";"";"Наталья Няшина";"";"79950";"0";"8";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"398";"Роберт Вильгельм Бунзен";"robert-vilgelm-bunzen";"http://aroslanov.com/api/celebrity/robert-vilgelm-bunzen";"Роберт Вильгельм Бунзен";"";"Лия Будиянская";"";"78884";"0";"8";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"399";"Роберт Годдард";"robert-goddard";"http://aroslanov.com/api/celebrity/robert-goddard";"Роберт Годдард";"";"Ирина Староверова";"";"78351";"0";"8";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"400";"Роберт Гук";"robert-guk";"http://aroslanov.com/api/celebrity/robert-guk";"Роберт Гук";"";"Лия Будиянская";"";"79950";"0";"8";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"401";"Роберт Кох";"robert-koh";"http://aroslanov.com/api/celebrity/robert-koh";"Роберт Кох";"";"Сергей Ким";"Майра Тургинбаева";"79417";"79950";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"402";"Роберт Оппенгеймер";"robert-oppengejmer";"http://aroslanov.com/api/celebrity/robert-oppengejmer";"Роберт Оппенгеймер";"";"Сергей Ким";"";"78351";"0";"8";"0";"false";"false";"0";"0";"";"";"";"";"";"";"";"";""
"403";"Роберт Пири";"robert-piri";"http://aroslanov.com/api/celebrity/robert-piri";"Роберт Пири";"";"Ирина Староверова";"Майра Тургинбаева";"82082";"77818";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"404";"Роберт Скотт";"robert-skott";"http://aroslanov.com/api/celebrity/robert-skott";"Роберт Скотт";"";"Ирина Староверова";"Зоя Койшыбаева";"78351";"77285";"9";"9";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"405";"Роберт Фултон";"robert-fulton";"http://aroslanov.com/api/celebrity/robert-fulton";"Роберт Фултон";"";"Айгерим Оспанова";"Майра Тургинбаева";"82082";"81549";"9";"9";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"406";"Роджер Бэкон";"rodzher-bekon";"http://aroslanov.com/api/celebrity/rodzher-bekon";"Роджер Бэкон";"";"Дария Ибрагимова";"Майра Тургинбаева";"81549";"82615";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"407";"Роза Люксембург";"roza-lyuksemburg";"http://aroslanov.com/api/celebrity/roza-lyuksemburg";"Роза Люксембург";"";"Сергей Ким";"Майра Тургинбаева";"80483";"81016";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"408";"Руаль Амундсен";"rual-amundsen";"http://aroslanov.com/api/celebrity/rual-amundsen";"Руаль Амундсен";"";"Наталья Няшина";"Майра Тургинбаева";"82615";"79950";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"409";"Рудольф Дизель";"rudolf-dizel";"http://aroslanov.com/api/celebrity/rudolf-dizel";"Рудольф Дизель";"";"Айгерим Оспанова";"Майра Тургинбаева";"79417";"79950";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"410";"Рэймонд Дуглас  Брэдбери";"rejmond-duglas-bredberi";"http://aroslanov.com/api/celebrity/rejmond-duglas-bredberi";"Рэймонд Дуглас  Брэдбери";"";"Ирина Староверова";"";"78351";"0";"8";"0";"false";"false";"0";"0";"";"";"";"";"";"";"";"";""
"411";"Сабит Муканов";"sabit-mukanov";"http://aroslanov.com/api/celebrity/sabit-mukanov";"Сабит Муканов";"";"Ирина Староверова";"";"80483";"0";"9";"0";"false";"false";"0";"0";"";"";"";"";"";"";"";"";""
"412";"Сабит ибн Корра";"sabit-ibn-korra";"http://aroslanov.com/api/celebrity/sabit-ibn-korra";"Сабит ибн Корра";"";"Сергей Ким";"Майра Тургинбаева";"77285";"79950";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"413";"Сакен Сейфуллин ";"saken-sejfullin";"http://aroslanov.com/api/celebrity/saken-sejfullin";"Сакен Сейфуллин";"";"Ирина Староверова";"";"79417";"0";"8";"0";"false";"false";"0";"0";"";"";"";"";"";"";"";"";""
"414";"Салават Юлаев";"salavat-yulaev";"http://aroslanov.com/api/celebrity/salavat-yulaev";"Салават Юлаев";"";"Дария Ибрагимова";"";"81016";"0";"8";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"415";"Сальвадор Дали";"salvador-dali";"http://aroslanov.com/api/celebrity/salvador-dali";"Сальвадор Дали";"";"Сергей Ким";"";"78884";"0";"9";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"416";"Сандро Боттичелли";"sandro-bottichelli";"http://aroslanov.com/api/celebrity/sandro-bottichelli";"Сандро Боттичелли";"";"Дария Ибрагимова";"Майра Тургинбаева";"82615";"82615";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"417";"Санжар Асфендияров";"sanzhar-asfendiyarov";"http://aroslanov.com/api/celebrity/sanzhar-asfendiyarov";"Санжар Асфендияров";"";"Дария Ибрагимова";"";"79950";"0";"8";"0";"false";"false";"0";"0";"";"";"";"";"";"";"";"";""
"418";"Сансовино Якопо";"sansovino-yakopo";"http://aroslanov.com/api/celebrity/sansovino-yakopo";"Сансовино Якопо";"";"Наталья Няшина";"";"82082";"0";"8";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"419";"Сара Бернар";"sara-bernar";"http://aroslanov.com/api/celebrity/sara-bernar";"Сара Бернар";"";"Наталья Няшина";"Майра Тургинбаева";"81549";"77285";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"420";"Сезар Франк";"sezar-frank";"http://aroslanov.com/api/celebrity/sezar-frank";"Сезар Франк";"";"Лия Будиянская";"";"80483";"0";"8";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"421";"Сенека";"seneka";"http://aroslanov.com/api/celebrity/seneka";"Сенека";"";"Сергей Ким";"Зоя Койшыбаева";"82082";"81549";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"422";"Сергей  Эйзенштейн";"sergej-ejzenshtejn";"http://aroslanov.com/api/celebrity/sergej-ejzenshtejn";"Сергей  Эйзенштейн";"";"Ирина Староверова";"Майра Тургинбаева";"79417";"77818";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"423";"Сергей Васильевич Рахманинов";"sergej-vasilevich-rahmaninov";"http://aroslanov.com/api/celebrity/sergej-vasilevich-rahmaninov";"Сергей Васильевич Рахманинов";"";"Дария Ибрагимова";"Майра Тургинбаева";"82615";"77818";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"424";"Сергей Петрович Боткин";"sergej-petrovich-botkin";"http://aroslanov.com/api/celebrity/sergej-petrovich-botkin";"Сергей Петрович Боткин";"";"Ирина Староверова";"";"78351";"0";"8";"0";"false";"false";"0";"0";"";"";"";"";"";"";"";"";""
"425";"Симон Боливар";"simon-bolivar";"http://aroslanov.com/api/celebrity/simon-bolivar";"Симон Боливар";"";"Наталья Няшина";"Майра Тургинбаева";"78351";"77285";"8";"8";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"426";"Симон Стевин";"simon-stevin";"http://aroslanov.com/api/celebrity/simon-stevin";"Симон Стевин";"";"Ирина Староверова";"";"79417";"0";"8";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"427";"Сократ";"sokrat";"http://aroslanov.com/api/celebrity/sokrat";"Сократ";"";"Дария Ибрагимова";"";"9594";"0";"1";"0";"false";"false";"0";"0";"";"";"";"";"";"";"";"";""
"428";"Соломон";"solomon";"http://aroslanov.com/api/celebrity/solomon";"Соломон";"";"Наталья Няшина";"";"82615";"0";"8";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"429";"Софи Жермен";"sofi-zhermen";"http://aroslanov.com/api/celebrity/sofi-zhermen";"Софи Жермен";"";"Лия Будиянская";"Майра Тургинбаева";"82615";"80483";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"430";"Софокл";"sofokl";"http://aroslanov.com/api/celebrity/sofokl";"Софокл";"";"Ирина Староверова";"";"77285";"0";"9";"0";"false";"false";"0";"0";"";"";"";"";"";"";"";"";""
"431";"Софья Васильевна Ковалевская";"sofya-vasilevna-kovalevskaya";"http://aroslanov.com/api/celebrity/sofya-vasilevna-kovalevskaya";"Софья Васильевна Ковалевская";"";"Наталья Няшина";"Майра Тургинбаева";"81016";"77818";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"432";"Спартак";"spartak";"http://aroslanov.com/api/celebrity/spartak";"Спартак";"";"Лия Будиянская";"";"78351";"0";"9";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"433";"Суй Вен Ти";"suj-ven-ti";"http://aroslanov.com/api/celebrity/suj-ven-ti";"Суй Вен Ти";"";"Лия Будиянская";"";"81549";"0";"9";"0";"false";"false";"0";"0";"";"";"";"";"";"";"";"";""
"434";"Султанмахмут Торайгыров ";"sultanmahmut-torajgyrov";"http://aroslanov.com/api/celebrity/sultanmahmut-torajgyrov";"Султанмахмут Торайгыров";"";"Наталья Няшина";"";"81016";"0";"8";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"435";"Суюнбай Аронулы";"suyunbaj-aronuly";"http://aroslanov.com/api/celebrity/suyunbaj-aronuly";"Суюнбай Аронулы";"";"Сергей Ким";"";"78884";"0";"8";"0";"false";"false";"0";"0";"";"";"";"";"";"";"";"";""
"436";"Тамара";"tamara";"http://aroslanov.com/api/celebrity/tamara";"Тамара";"";"Лия Будиянская";"Майра Тургинбаева";"82615";"81549";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"437";"Тарас Шевченко";"taras-shevchenko";"http://aroslanov.com/api/celebrity/taras-shevchenko";"Тарас Шевченко";"";"Сергей Ким";"Майра Тургинбаева";"82082";"79417";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"438";"Теофраст";"teofrast";"http://aroslanov.com/api/celebrity/teofrast";"Теофраст";"";"Ирина Староверова";"Майра Тургинбаева";"82615";"77818";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"439";"Тибе́рий";"tiberij";"http://aroslanov.com/api/celebrity/tiberij";"Тиберий";"";"Сергей Ким";"Зоя Койшыбаева";"80483";"77818";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"440";"Тихо Браге";"tiho-brage";"http://aroslanov.com/api/celebrity/tiho-brage";"Тихо Браге";"";"Айгерим Оспанова";"Майра Тургинбаева";"79417";"82615";"9";"9";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"441";"Тициан Вечеллио";"tician-vechellio";"http://aroslanov.com/api/celebrity/tician-vechellio";"Тициан Вечеллио";"";"Дария Ибрагимова";"Майра Тургинбаева";"82615";"78884";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"442";"Томас Джефферсон";"tomas-dzhefferson";"http://aroslanov.com/api/celebrity/tomas-dzhefferson";"Томас Джефферсон";"";"Анна Зосимова";"Майра Тургинбаева";"81016";"78884";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"443";"Томас Мальтус";"tomas-maltus";"http://aroslanov.com/api/celebrity/tomas-maltus";"Томас Мальтус";"";"Наталья Няшина";"Майра Тургинбаева";"79950";"79950";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"444";"Томас Ньюкомен";"tomas-nyukomen";"http://aroslanov.com/api/celebrity/tomas-nyukomen";"Томас Ньюкомен";"";"Дария Ибрагимова";"";"82082";"0";"8";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"445";"Томас Эдисон";"tomas-edison";"http://aroslanov.com/api/celebrity/tomas-edison";"Томас Эдисон";"";"Наталья Няшина";"Зоя Койшыбаева";"78884";"82082";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"446";"Томас Юнг";"tomas-yung";"http://aroslanov.com/api/celebrity/tomas-yung";"Томас Юнг";"";"Дария Ибрагимова";"";"82615";"0";"8";"0";"false";"false";"0";"0";"";"";"";"";"";"";"";"";""
"447";"Туве Янссон";"tuve-yansson";"http://aroslanov.com/api/celebrity/tuve-yansson";"Туве Янссон";"";"Ирина Староверова";"Майра Тургинбаева";"78351";"82615";"9";"9";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"448";"Турар Рыскулов";"turar-ryskulov";"http://aroslanov.com/api/celebrity/turar-ryskulov";"Турар Рыскулов";"";"Ирина Староверова";"";"78351";"0";"9";"0";"false";"false";"0";"0";"";"";"";"";"";"";"";"";""
"449";"Уильям Гарвей";"uilyam-garvej";"http://aroslanov.com/api/celebrity/uilyam-garvej";"Уильям Гарвей";"";"Дария Ибрагимова";"Майра Тургинбаева";"78884";"82615";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"450";"Уильям Гильберт";"uilyam-gilbert";"http://aroslanov.com/api/celebrity/uilyam-gilbert";"Уильям Гильберт";"";"Наталья Няшина";"";"82615";"0";"8";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"451";"Уильям Сидни Портер";"uilyam-sidni-porter";"http://aroslanov.com/api/celebrity/uilyam-sidni-porter";"Уильям Сидни Портер";"";"Дария Ибрагимова";"";"82082";"0";"8";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"452";"Уильям Томас Грин Мортон";"uilyam-tomas-grin-morton";"http://aroslanov.com/api/celebrity/uilyam-tomas-grin-morton";"Уильям Томас Грин Мортон";"";"Ирина Староверова";"";"77285";"0";"8";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"453";"Уильям Томсон Кельвин";"uilyam-tomson-kelvin";"http://aroslanov.com/api/celebrity/uilyam-tomson-kelvin";"Уильям Томсон Кельвин";"";"Наталья Няшина";"";"80483";"0";"8";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"454";"Уильям Хопкинс";"uilyam-hopkins";"http://aroslanov.com/api/celebrity/uilyam-hopkins";"Уильям Хопкинс";"";"Наталья Няшина";"";"77818";"0";"8";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"455";"Уильям Шекспир";"uilyam-shekspir";"http://aroslanov.com/api/celebrity/uilyam-shekspir";"Уильям Шекспир";"";"Лия Будиянская";"Майра Тургинбаева";"81016";"77818";"9";"9";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"456";"Умберто Боччони";"umberto-bochchoni";"http://aroslanov.com/api/celebrity/umberto-bochchoni";"Умберто Боччони";"";"Сергей Ким";"";"79417";"0";"8";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"457";"Уолтер Браттейн";"uolter-brattejn";"http://aroslanov.com/api/celebrity/uolter-brattejn";"Уолтер Браттейн";"";"Сергей Ким";"";"79950";"0";"8";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"458";"Фадей Фадеевич Беллинсгаузен";"fadej-fadeevich-bellinsgauzen";"http://aroslanov.com/api/celebrity/fadej-fadeevich-bellinsgauzen";"Фадей Фадеевич Беллинсгаузен";"";"Айгерим Оспанова";"Майра Тургинбаева";"79950";"77285";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"459";"Фалес Милетский";"fales-miletskij";"http://aroslanov.com/api/celebrity/fales-miletskij";"Фалес Милетский";"";"Сергей Ким";"Майра Тургинбаева";"82082";"82082";"9";"9";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"460";"Федерико Цуккаро";"federiko-cukkaro";"http://aroslanov.com/api/celebrity/federiko-cukkaro";"Федерико Цуккаро";"";"Сергей Ким";"Майра Тургинбаева";"81549";"80483";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"461";"Федор Достоевский";"fedor-dostoevskij";"http://aroslanov.com/api/celebrity/fedor-dostoevskij";"Федор Достоевский";"";"Сергей Ким";"Зоя Койшыбаева";"81016";"77285";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"462";"Федор Шаляпин";"fedor-shalyapin";"http://aroslanov.com/api/celebrity/fedor-shalyapin";"Федор Шаляпин";"";"Сергей Ким";"";"77285";"0";"8";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"463";"Феликс Клейн";"feliks-klejn";"http://aroslanov.com/api/celebrity/feliks-klejn";"Феликс Клейн";"";"Ирина Староверова";"";"80483";"0";"8";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"464";"Ференц Лист";"ferenc-list";"http://aroslanov.com/api/celebrity/ferenc-list";"Ференц Лист";"";"Наталья Няшина";"";"81016";"0";"8";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"465";"Фернан  Магеллан";"fernan-magellan";"http://aroslanov.com/api/celebrity/fernan-magellan";"Фернан  Магеллан";"";"Наталья Няшина";"";"78351";"0";"8";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"466";"Фернандо Кортес";"fernando-kortes";"http://aroslanov.com/api/celebrity/fernando-kortes";"Фернандо Кортес";"";"Ирина Староверова";"";"77818";"0";"8";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"467";"Фидий";"fidij";"http://aroslanov.com/api/celebrity/fidij";"Фидий";"";"Ирина Староверова";"";"79950";"0";"8";"0";"false";"false";"0";"0";"";"";"";"";"";"";"";"";""
"468";"Филипп II Македонский ";"filipp-ii-makedonskij";"http://aroslanov.com/api/celebrity/filipp-ii-makedonskij";"Филипп II Македонский";"";"Наталья Няшина";"";"77818";"0";"8";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"469";"Франсиско Писарро";"fransisko-pisarro";"http://aroslanov.com/api/celebrity/fransisko-pisarro";"Франсиско Писарро";"";"Дария Ибрагимова";"";"82082";"0";"8";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"470";"Франсиско Хосе де Гойя-и-Лусьентес";"fransisko-hose-de-gojya-i-lusentes";"http://aroslanov.com/api/celebrity/fransisko-hose-de-gojya-i-lusentes";"Франсиско Хосе де Гойя-и-Лусьентес";"";"Дария Ибрагимова";"Майра Тургинбаева";"80483";"81016";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"471";"Франсиско де Сурбаран";"fransisko-de-surbaran";"http://aroslanov.com/api/celebrity/fransisko-de-surbaran";"Франсиско де Сурбаран";"";"Сергей Ким";"Зоя Койшыбаева";"82082";"78884";"8";"8";"true";"true";"0";"0";"";"";"";"";"";"";"";"";""
"472";"Франсуа Виет";"fransua-viet";"http://aroslanov.com/api/celebrity/fransua-viet";"Франсуа Виет";"";"Ирина Староверова";"";"77818";"0";"8";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"473";"Франсуа Мари Аруэ";"fransua-mari-arue";"http://aroslanov.com/api/celebrity/fransua-mari-arue";"Франсуа Мари Аруэ";"";"Айгерим Оспанова";"";"81016";"0";"8";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"474";"Франсуа Пьер Ами Аргант";"fransua-per-ami-argant";"http://aroslanov.com/api/celebrity/fransua-per-ami-argant";"Франсуа Пьер Ами Аргант";"";"Лия Будиянская";"";"79417";"0";"9";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
"475";"Франц  Шуберт";"franc-shubert";"http://aroslanov.com/api/celebrity/franc-shubert";"Франц  Шуберт";"";"Ирина Староверова";"";"77818";"0";"9";"0";"false";"false";"0";"0";"";"";"";"";"";"";"";"";""
"476";"Фредерик Жолио-Кюри ";"frederik-zholio-kyuri";"http://aroslanov.com/api/celebrity/frederik-zholio-kyuri";"Фредерик Жолио-Кюри";"";"Наталья Няшина";"";"82082";"0";"8";"0";"true";"false";"0";"0";"";"";"";"";"";"";"";"";""
